domain,name,phone,email,address,city,region,country,category,description
tesco.com,Tesco instore Cafe,443450269016.0,,"Corby, United Kingdom",corby,eng,gb,,
tesco.com,WIGAN EXTRA PFS,441942755245.0,,"Central Park Way, Wigan WN1 1XS, United Kingdom",wigan,eng,gb,,
tesco.com,Tesco pharmacy,441642911501.0,,"14 Egglestone Ct, Stockton-on-Tees, Billingham TS23 3DE, United Kingdom",billingham,eng,gb,,
tesco.com,Tesco St Mellons Superstore,443456779598.0,,"Crickhowell Rd, St. Mellons, Cardiff CF3 0EF, United Kingdom",cardiff,wls,gb,Vitamins & Supplements,
tesco.com,ATM tesco Southport,443456779628.0,,"Town Ln., Southport PR8 5JH, United Kingdom",southport,eng,gb,,
tesco.com,Tesco Phoneshop,448456779827.0,,"Waverley St, Long Eaton, Nottingham NG10 1HP, United Kingdom",nottingham,eng,gb,Phone Repair & Services,
tesco.com,Tesco Extra Car Park,443450269016.0,,"Bell St, Stourbridge DY8 1AE, United Kingdom",stourbridge,eng,gb,,
tesco.com,Tesco Ystradgynlais,443456719459.0,,"Wind Rd, Ystradgynlais SA9 1AD, United Kingdom",ystradgynlais,wls,gb,,
tesco.com,HEREFORD 2,443456779350.0,,"Hereford, United Kingdom · In Tesco Superstore · +44 345 677 9350",hereford,eng,gb,,
tesco.com,Travel Money Bureau,443456779076.0,,"Eastgate Rd, Bristol BS5 6XU, United Kingdom",bristol,eng,gb,Currency Exchange Service,
tesco.com,ATM (Tesco) Poolstock,443450269016.0,,"Poolstock Ln, Wigan WN3 5JE, United Kingdom",wigan,eng,gb,,
tesco.com,ATM (Tesco),443456779000.0,,"Amersham Superstore, London Rd W, Amersham HP7 0HA, United Kingdom",amersham,eng,gb,,
tesco.com,WORCESTER 1 PFS,441905687445.0,,"St Peter's Dr, Worcester WR5 3SW, United Kingdom",worcester,eng,gb,,
tesco.com,Tesco Phone Shop,443453014455.0,,"St. Oswalds St, Old Swan, Liverpool L13 2BY, United Kingdom",liverpool,eng,gb,Phone Repair & Services,
tesco.com,Tesco Cafe,443456719429.0,,Hawthorne Rd,saint leonards-on-sea,eng,gb,Coffee & Tea Shops,
tesco.com,Tesco Filling Station,443450269008.0,,"Orford Green, Warrington WA2 8PB, United Kingdom",warrington,eng,gb,,
tesco.com,ATM (Tesco Metro),443456779477.0,,"281 Northdown Rd, Margate CT9 3PL, United Kingdom",margate,eng,gb,,
tesco.com,Tesco bank,443456779701.0,,"Emscote Rd, Warwick CV34 5QJ, United Kingdom",warwick,eng,gb,,
tesco.com,Tesco Grocery Collection,448003234040.0,,"Jubilee Way, Glengormley, Newtownabbey BT36 5HD, United Kingdom",newtownabbey,nir,gb,,
tesco.com,Tesco Recycling Centre,443450269016.0,,"IP14, Gun Cotton Way, Stowmarket, United Kingdom",stowmarket,eng,gb,,
tesco.com,Tesco Reading Distribution Centre,44800505555.0,,"Basingstoke Rd, Reading RG2 0PN, United Kingdom",reading,eng,gb,Clothing Stores,
tesco.com,Tesco Gosforth Express,443456757027.0,,"Kenton Ln, Newcastle upon Tyne NE3 3BQ, United Kingdom",newcastle upon tyne,eng,gb,,
tesco.com,Tesco,443450269674.0,,"Littleton St W, Walsall WS2 8EQ, United Kingdom",walsall,eng,gb,Vitamins & Supplements,
tesco.com,Grocery collection,443456779372.0,,"Mansell Way, Horwich, Bolton BL6 6JS, United Kingdom",bolton,eng,gb,,
caterpillar.com,Caterpillar Global Mining Hms,,,"Karl-Funke-Straße 36, 44149 Dortmund, Germany",dortmund,nw,de,Heavy Construction Equipment,
caterpillar.com,Caterpillar Technical Center Building L,+13096752337,,"14009 N Old Galena Rd, Chillicothe, IL 61523",chillicothe,il,us,Industrial Machinery & Supplies,
caterpillar.com,Caterpillar,+447961783421,,"Broadlands, Wolverhampton WV10 6UH, United Kingdom",wolverhampton,eng,gb,Industrial Machinery & Supplies,
caterpillar.com,Caterpillar Inc - Spokane Distribution Center,+15096234640,,"9610 W Hallett Rd, Spokane, WA 99224",spokane,wa,,"Plumbing, Heating & Air Conditioning",
caterpillar.com,Caterpillar Inc. - Administration Building (AB),+13096751000,,"100 NE Adams St, Peoria, IL 61629",peoria,il,,Industrial Machinery & Supplies,
caterpillar.com,Caterpillar Inc.,+19197772000,,"5000 Womack Rd, Sanford, NC 27330",sanford,nc,us,Industrial Machinery & Supplies,
caterpillar.com,Caterpillar India Private Limited,,,"Tamil Nadu, India",,,,Industrial Machinery & Supplies,
caterpillar.com,Caterpillar Digital & Analytics Hub,+18886144328,,"540 W Madison St #310, Chicago, IL 60661",chicago,il,,Industrial Machinery & Supplies,
caterpillar.com,Caterpillar India,+918033158000,,"Bengaluru, Karnataka, India",bengaluru,ka,in,Heavy Construction Equipment,
caterpillar.com,Caterpillar Building AC,13096698295.0,,"12301 IL-29, Chillicothe, IL 61523",chillicothe,il,us,Heavy Construction Equipment,
caterpillar.com,Caterpillar India Pvt Ltd,912363270554.0,,"Banda, Maharashtra 416511, India",banda,up,in,Industrial Machinery & Supplies,
caterpillar.com,EDC European Excavator Design Center GmbH & Co. KG,4994317390.0,,"Karl-Rapp-Straße 1, 92442 Wackersdorf, Germany",wackersdorf,by,de,,
caterpillar.com,CATERPILLAR,,,"China, Hebei, Langfang, Guangyang District, Jinyuan Rd, 金源东道22 CATERPILLAR",langfang,he,,Heavy Construction Equipment,
caterpillar.com,"Aslatrak （Tianjin） Co.,Ltd.",,,"169 Haibin 9th Rd, Binhai, Tianjin, China",tianjin,tj,,,
caterpillar.com,Caterpillar Inc,13096755446.0,,"2411 W Clark St, Peoria, IL 61607",peoria,il,us,Heavy Construction Equipment,
caterpillar.com,Asia Power Systems （Tianjin） Ltd.,,,"Baoshui Rd, Dongli District, Tianjin, China",tianjin,tj,,,
caterpillar.com,Caterpillar (NI),+442890277500,,"Springvale Business Park, 1 Millennium Way, Belfast BT12 7AL, United Kingdom",belfast,nir,gb,Industrial Machinery & Supplies,
caterpillar.com,Caterpillar Asia,+6568287333,,7 Tractor Rd · In Kilat Centre,,,sg,Industrial Machinery & Supplies,
caterpillar.com,"Caterpillar （China） Machinery Components Co., Ltd. （Northwest Gate）",,,"16 Xinrong Rd, Binhu District, Wuxi, Jiangsu, China",wuxi,js,,,
caterpillar.com,Caterpillar Reman - Oradel,,,"Nuevo Laredo, Tamaulipas, Mexico",nuevo laredo,tam,mx,Heavy Construction Equipment,
caterpillar.com,Caterpillar Shrewsbury Ltd,+441743212000,,"7+ years in business · Shrewsbury, United Kingdom",shrewsbury,eng,gb,Other Engineering Services,
caterpillar.com,Caterpillar UK Ltd,441455826826.0,,"Peckleton Ln, Leicester LE9 9JT, United Kingdom",leicester,eng,gb,Machinery parts manufacturer,
caterpillar.com,Caterpillar Inc. - Headquarters,13096752337.0,,"510 Lake Cook Rd Ste 100, Deerfield, IL 60015, United States",deerfield,il,us,"Plumbing, Heating & Air Conditioning",
caterpillar.com,Caterpillar Panama Technical Training Center,5073052200.0,,,,,pa,Employment Agencies & HR Consulting,
caterpillar.com,Caterpillar Logistics Services Inc.,18475530100.0,,"251 Wille Rd # A, Des Plaines, IL 60018",des plaines,il,us,Professional & Management Training,
caterpillar.com,Caterpillar Large Engine Center,17654485000.0,,"3701 South St, Lafayette, IN 47905",lafayette,in,us,Industrial Machinery & Supplies,
caterpillar.com,Caterpillar Mapleton Foundry,13096752337.0,,"8826 US-24, Mapleton, IL 61547",mapleton,il,us,Industrial Machinery & Supplies,
caterpillar.com,Caterpillar Visitors Center,13096750606.0,,"110 SW Washington St, Peoria, IL 61602",peoria,il,us,Animal Preservation & Wildlife Control,
caterpillar.com,Caterpillar CMDC,19195501100.0,,"1167 NC-42, Clayton, NC 27527",clayton,nc,us,Heavy Construction Equipment,
caterpillar.com,Caterpillar Logistics,,,"Nuevo Laredo, Tamaulipas, Mexico",nuevo laredo,tam,mx,Industrial Machinery & Supplies,
windowcity.com,Window City,19052659975.0,info@windowcity.com,"5690 Steeles Ave W, Woodbridge, ON L4L 9T4, Canada",woodbridge,on,ca,Windows & Door Shops,"Visit our Website: https://www.windowcity.com Like Us: https://www.facebook.com/WindowCity Follow Us: https://twitter.com/Window_City Additional Information We first opened our doors in 1992 with a small 6000sqft unit, manufacturing vinyl windows. We are a 4th generation company in the window industry. Our company i...s a privately owned Canadian company, which operate a state-of-the-art windows and doors manufacturing facility totaling 400,000 sq. ft. in Vaughan, Ontario where we produce both our windows and doors. Window City is a window company that has one of the best warranties in the industry plus our dealers offer customer support and service that are unrivaled in the industry. Window City is known for excellence, innovative design, superb craftsmanship, state-of-the-art technology and reliable delivery. Dealers, builders, architects and home renovators enjoy working with our vast range of products, options and accessories and they appreciate the excellent service we offer. You will find our designs showcased throughout North America in homes that range from simple to superb. We know the window and door businesses, after having produced over two million windows. We understand the Manufacturing Process, Glass Technology, Home Construction and Renovation industry. In fact, it is this in-depth knowledge that has enabled us to design, make and deliver exactly what you are looking for today, while researching the world and creating what you will want tomorrow! We thank you for your continued support, loyalty and trust in our products.  Products VINYL WINDOWS Choose and compare Window City’s five Collections of windows by operational style, product line, colour, shape, decorative hardware, interior and... exterior grilles and accessory options. Heritage Collection: http://windowcity.com/heritage-collection/ Traditional designs meet modern day technology in our Heritage Collection of casement, awning, fixed, hung and slider windows. Our engineers have taken the classic contours of a hand crafted wood window and combined them with the performance and durability of vinyl. http://windowcity.com/heritage-collection/ Heritage Plus Collection: http://windowcity.com/heritage-plus-collection/ Our Heritage Plus collection has all the advantages and beauty of our Heritage Collection plus it offers the addition and enhancement of strategically located High Density Expanded Polystyrene Foam (EPS) inserted into the profile cavities of the window and it is environmentally safe. http://windowcity.com/heritage-plus-collection/ Heritage Maximum Collection: http://windowcity.com/heritage-maximum-collection/ Collection Attention to detail distinguishes the Heritage Maximum Collection of casement, awning and fixed widows, creating beautiful vistas throughout your home. Unlike any other window, our traditional design combined with modern day technology has resulted in quality and performance second to none. http://windowcity.com/heritage-maximum-collection/ Classic Collection: http://windowcity.com/classic-collection/ Our exclusive Classic Collection of casement, awning, fixed, hung and slider windows incorporate superior structural integrity along with quality and unmatched performance. The classic European profiles offer unique design flexibility to enhance any architectural style and will stand the test of time. http://windowcity.com/classic-collection/ PATIO DOORS The Ultra Patio Door Sliding and Swinging Collections from Window City allow you to invite the outdoors into your home. Our Sliding and Swinging collections are designed to provide the strength and durability you need in your doors. Sliding patio doors do not swing and require less floor space allowing you to place furniture nearby. A swinging patio door is hinged on the sides and has two movable door panels that swing open from the sides, or you can choose from one moveable and one fixed panel for simple elegance. Patio doors are not just for patios these days, they are at home in any room. They are available in several styles and designs to match the architecture of your home. Sliding Patio Doors: http://windowcity.com/patio-doors/sliding-patio-doors/ Swing Patio Doors: http://windowcity.com/patio-doors/swing-patio-doors/ ENTRY DOORS Window City has been a leading manufacturer of entry doors for many years which include Steel, Fiberglass and Wood panel doors. We strive to build the finest quality entry doors in the industry. Learn more about either our Classic Collection or the most unique Lifetime Entry Door Collection for your home. http://windowcity.com/entry-doors/ Classic Entry Door Collection: http://windowcity.com/entry-doors/classic-entry-door-collection/ Lifetime Entry Door Collection: http://windowcity.com/entry-doors/lifetime-entry-door/ Elegance Steel Entry Doors: http://windowcity.com/entry-doors/elegance-steel-entry-doors/ Citadel Fiberglass Entry Doors: http://windowcity.com/entry-doors/citadel-fiberglass-entry-doors/ Castle Gate Wood Entry Doors: http://windowcity.com/entry-doors/castle-gate-wood-entry-doors/ Decorative Glass Options: http://windowcity.com/entry-doors/accessories/ Finishes & Options: http://windowcity.com/entry-doors/entry-doors-options/"
smokingeorgesbbq.com,Smokin' George's BBQ Restaurant,12505852258.0,,4131 Mostar Rd #5,nanaimo,bc,ca,Barbecue Restaurants,Feast your eyes and taste buds on Smokin’ George’ BBQ. The only place in town for genuine smokehouse flavour. We will change the way you THINK about food.
avvo.com,Avvo,+18004413596,,"720 Olive Way #1400, Seattle, WA 98101",seattle,wa,us,General Practice Attorneys,
avvo.com,"Elwyn F Schaefer & Associates, P.C.",+13037223063,,"460 S Marion Pkwy #1704c, Denver, CO 80209",denver,co,us,Employment Attorneys,
avvo.com,The Law Office of Stuart E. Ragan,+18084459815,,"2115 Wells St, Wailuku, HI 96793, United States",wailuku,hi,us,General Practice Attorneys,
avvo.com,"Robert R. Willhoit, Esq.",14078668499.0,,"108 upnor road, 21212, baltimore, md, maryland",baltimore,maryland,us,General Practice Attorneys,
avvo.com,DC Legal,18666795549.0,,"80 York St, St. Catharines, ON L2R 7G1, Canada",st. catharines,on,ca,Personal Injury Attorneys,
avvo.com,Gorden Vanessa J,14028171450.0,,"610 J St Unit 220, Lincoln, NE 68508",lincoln,ne,us,,
avvo.com,Tierra Busby Attorney,13603533801.0,,"715 Broadway St, Longview, WA 98632",longview,wa,us,General Practice Attorneys,
avvo.com,"Stefano L. Molea, Esq.",16194391935.0,,"3500 Fifth Ave #304, San Diego, CA 92103",san diego,ca,us,Criminal Justice Attorneys,
avvo.com,"Johnson Law Office, L.L.C. Nancy S. Johnson, Attorney at Law",14028343700.0,,"Landmark Office Center, Suite 227, 2727 West 2nd Street, Hastings, NE 68901",hastings,ne,us,General Practice Attorneys,
avvo.com,"Innesa Spevakova, ESQ.",17187438732.0,,"513 Brighton Beach Ave, Brooklyn, NY 11235",brooklyn,ny,us,Immigration Attorneys,
avvo.com,Law Office of Jennifer G. Gonzales PLLC,+18306297070,,"1067 FM306 #105, New Braunfels, TX 78130",new braunfels,tx,us,Criminal Justice Attorneys,
avvo.com,Law Office of Obed Effah,+19786511433,,"385 Gorham St Suite 2, Lowell, MA 01852",lowell,ma,us,General Practice Attorneys,
avvo.com,PI Injury Law,+18665583370,,"15 Dorset St E, Port Hope, ON L1A 1N5, Canada",port hope,on,ca,Personal Injury Attorneys,
avvo.com,"Charles G. Harbin, Jr.",+17702186100,,"279 Washington Ave NE, Marietta, GA 30060",marietta,ga,us,,
avvo.com,"Lieber & Lieber, LLP",+12129495586,,"60 E 42nd St Suite 4600, New York, NY 10165, United States",new york,ny,us,Bankruptcy Attorneys,
avvo.com,"H. R. Chapin, Attorney & Counselor, PLLC",+19727077482,,"7+ years in business · Farmers Branch, TX · In Alpha Business Center",farmers branch,tx,us,General Practice Attorneys,
avvo.com,Law Office of Dana Michael Collins,+12144183018,,"4159 Steck Ave, Austin, TX 78759",austin,tx,us,General Practice Attorneys,
avvo.com,Attorney Dana R. Bucin at Murtha Cullina LLP,+18602406081,,"203 Main St, Middletown, CT 06457",middletown,ct,us,Immigration Attorneys,
avvo.com,"Clint Allen Attorney at Law, LLC",+14175015650,,"135 Harwood Ave, Lebanon, MO 65536",lebanon,mo,us,Criminal Justice Attorneys,
avvo.com,Law Offices of Donglai Yang,15042209927.0,,"365 Canal Street Office #1670, New Orleans, LA 70130",new orleans,la,us,Immigration Attorneys,
avvo.com,Carter Law Office: Carter Jon M,19183582600.0,,"602 N Broadway St, Cleveland, OK 74020",cleveland,ok,us,Criminal Justice Attorneys,
avvo.com,"N David Shamloo, Attorney at Law, Criminal & Immigration Defense!",15032205045.0,,"833 SW 11th Ave #320, Portland, OR 97205, United States",portland,or,us,General Practice Attorneys,
avvo.com,"Nancy Lapierre, PA - Attorney, Lawyer, Accident, Injury",18776248737.0,,"15+ years in business · Plantation, FL · In Plantation Place",baltimore,maryland,us,Personal Injury Attorneys,
avvo.com,BRG Legal,18883714950.0,,"35 Nelson St W, Alliston, ON L9R 1T4, Canada",alliston,on,ca,Personal Injury Attorneys,
avvo.com,"Matthew E. Riehl, P.C.",13073709024.0,,"116 4th St, Rawlins, WY 82301",rawlins,wy,us,General Practice Attorneys,
avvo.com,Lawyer Megan Kelly O'Connor Hall,12094778171.0,,"3031 W March Ln #230, Stockton, CA 95219, United States",stockton,ca,us,Industrial Machinery & Supplies,
avvo.com,Rashko Law,18883454580.0,,"12 Chrislea Rd, Woodbridge, ON L4L 8A8, Canada",woodbridge,on,ca,General Practice Attorneys,
avvo.com,"Richard A. Renza, Esq",16097063465.0,,"Collingswood, NJ 08108, United States",collingswood,nj,us,General Practice Attorneys,
avvo.com,"Michael R. Moran Co., L.P.A.",16144766453.0,,"Gahanna, OH",gahanna,oh,us,,
avvo.com,"Amore Law, PLLC",13048854111.0,,"206 W Liberty St, Charles Town, WV 25414",charles town,wv,us,,
prfinishing.co.uk,P & R Finishing Ltd,441442873962.0,,"Unit 1 Site, 1 Northbridge Rd, Berkhamsted HP4 1EH, United Kingdom",berkhamsted,eng,gb,"Paints, Coatings, Dyes & Pigments",
abristerrebonne.com,Abris Terrebonne,+15147580505,martin@abristerrebonne.com,"Terrebonne, Quebec, Canada",terrebonne,qc,ca,,"Abris industriels,résidentiels,installateur"
miragelandscaping.ca,Mirage Landscaping Inc,+14032525235,,"7024 Farrell Rd SE, Calgary, AB T2H 0T2, Canada",calgary,ab,ca,Landscaping & Lawn Services,
docjessica.com,Dr. Kristin P Anca,+18172819040,,"5200 Colleyville Blvd, Colleyville, TX 76034",colleyville,tx,us,Chiropractors,
lafitness.com,La Fitness,+17635748888,,"61 Main St, Liberty, MS 39645",liberty,ms,us,"Gyms, Fitness & Health Centers",
lafitness.com,L a Fitness,+61397497752,,"44-48 Lock Ave, Werribee VIC 3030, Australia",werribee,vic,au,"Gyms, Fitness & Health Centers",
lafitness.com,British Swim School LA Fitness Kent,+14253187320,,"520 Washington Ave S, Kent, WA 98032",kent,wa,us,"Learning, Tutoring & Courses",
lafitness.com,L fitness,12896343190.0,,"W Flagler St, Miami, FL 33172, United States",miami,fl,us,"Gyms, Fitness & Health Centers",
lafitness.com,La Fitness Secaucus Signature,12017519940.0,,"485 Harmon Meadow Blvd, Secaucus, NJ 07094",secaucus,nj,us,,
lafitness.com,HIITBYLAF NORTH YORK YONGE,14378866211.0,,"North York, ON, Canada · In Yonge Sheppard Centre",north york,on,ca,,
lafitness.com,La fitness,12896343190.0,,"387 County Line Rd W, Westerville, OH 43082",westerville,oh,us,"Gyms, Fitness & Health Centers",
lafitness.com,LA Fitness - Tacoma S. 72nd St.,12535339387.0,,"19058 S 72nd St, Tacoma, WA 98408, United States",tacoma,wa,us,"Gyms, Fitness & Health Centers",
lafitness.com,LA Fitness Headquarters,+19093921063,,"3161 Michelson Dr, Irvine, CA 92612",irvine,ca,ca,Industrial Machinery & Supplies,
lafitness.com,GILBERT - S. HIGLEY/LOOP 202 - LA FITNESS,+14804484743,,"Gilbert, AZ 85296",gilbert,az,us,Dance Clubs & Night Clubs,
lafitness.com,la fitness,12896343190.0,,"2101 Washington St NE, Minneapolis, MN 55418",minneapolis,mn,us,Gymnastics,
lafitness.com,LA Fitness,12898030327.0,,7+ years in business · 18367 Yonge St,east gwillimbury,on,ca,"Gyms, Fitness & Health Centers",
lafitness.com,Dr Weightloss Clinic,19058760058.0,,"1117 Maple Ave, Milton, ON L9T 0A5, Canada",milton,on,ca,Nutritionists & Weight Loss Specialists,
lafitness.com,LA Fitness International LLC,19492557200.0,,"3161 Michelson Dr, Irvine, CA 92612",irvine,ca,ca,Industrial Machinery & Supplies,
sterlingiaqconsultants.com,Sterling IAQ Consultants Ltd.,+16046781284,,"2844 Bainbridge Ave, Burnaby, BC V5A 4T9, Canada",burnaby,bc,ca,Professional & Management Training,
wildculturebakery.com,Wild Culture Bakery,12507520077.0,,"692 Bennett Rd, Qualicum Beach, BC V9K 1N1, Canada",qualicum beach,bc,ca,Bakeries & Desserts,
stlouiswings.com,St. Louis Bar & Grill Fredericton,15064551025.0,,280 King St,fredericton,nb,ca,,"St. Louis Franchising March 31 at 8:00 AM · St. Louis Bar and Grill is one of Canada's top destinations for patio dining this summer. Now is a great time to join our franchise family! For more information, click the link below. https://bit.ly/3rvcRv3 #spring #openpatios #canada #season #franchise #stlouis #barandgrill #stlouisbarandgrill #business #opportunity"
